,LandAverageTemperatureUncertainty,UpperBounds,LowerBounds,month,year,Average_Temperature,Datetime
799,1.2570000000000001,13.827,11.313,8,1816,12.57,1816-08-01
800,0.7070000000000001,11.097000000000001,9.683,9,1816,10.39,1816-09-01
801,3.583,9.282,2.1159999999999997,10,1816,5.699,1816-10-01
802,3.81,7.868,0.24799999999999978,11,1816,4.058,1816-11-01
803,2.801,3.7590000000000003,-1.843,12,1816,0.9580000000000002,1816-12-01
804,2.451,3.991,-0.911,1,1817,1.54,1817-01-01
805,2.5469999999999997,6.196,1.1020000000000003,2,1817,3.649,1817-02-01
806,2.153,6.7219999999999995,2.416,3,1817,4.569,1817-03-01
807,1.8359999999999999,9.724999999999998,6.052999999999999,4,1817,7.8889999999999985,1817-04-01
808,1.3940000000000001,10.870000000000001,8.082,5,1817,9.476,1817-05-01
809,1.25,12.537,10.037,6,1817,11.287,1817-06-01
810,1.057,13.129,11.014999999999999,7,1817,12.072,1817-07-01
811,1.307,14.71,12.096,8,1817,13.403,1817-08-01
812,1.178,9.990000000000002,7.634000000000003,9,1817,8.812000000000003,1817-09-01
813,1.963,8.166,4.239999999999999,10,1817,6.202999999999999,1817-10-01
814,1.6909999999999998,6.329,2.947,11,1817,4.638,1817-11-01
815,1.673,1.843,-1.5030000000000001,12,1817,0.16999999999999993,1817-12-01
816,1.775,2.979,-0.5709999999999997,1,1818,1.2040000000000002,1818-01-01
817,1.912,2.667,-1.157,2,1818,0.7549999999999999,1818-02-01
818,2.177,7.742000000000001,3.3880000000000003,3,1818,5.565,1818-03-01
819,2.662,12.562999999999999,7.239,4,1818,9.901,1818-04-01
820,1.4569999999999999,12.704,9.79,5,1818,11.247,1818-05-01
821,2.26,16.085,11.565,6,1818,13.825,1818-06-01
822,1.9,15.41,11.61,7,1818,13.51,1818-07-01
823,0.996,14.162,12.17,8,1818,13.166,1818-08-01
824,1.063,11.641,9.514999999999999,9,1818,10.578,1818-09-01
825,1.704,8.358,4.95,10,1818,6.654,1818-10-01
826,2.807,7.8420000000000005,2.228,11,1818,5.035,1818-11-01
827,1.236,3.7429999999999994,1.2709999999999997,12,1818,2.5069999999999997,1818-12-01
828,1.984,2.998,-0.9699999999999998,1,1819,1.0140000000000002,1819-01-01
829,1.995,4.281000000000001,0.2909999999999999,2,1819,2.286,1819-02-01
830,2.93,5.861000000000001,0.0009999999999998899,3,1819,2.931,1819-03-01
831,1.344,8.373,5.685,4,1819,7.029,1819-04-01
832,1.112,10.963000000000001,8.739,5,1819,9.851,1819-05-01
833,1.5390000000000001,14.065,10.987,6,1819,12.526,1819-06-01
834,1.17,14.208,11.868,7,1819,13.038,1819-07-01
835,1.124,13.681000000000001,11.433,8,1819,12.557,1819-08-01
836,1.052,11.945999999999998,9.841999999999999,9,1819,10.893999999999998,1819-09-01
837,1.2229999999999999,10.535,8.088999999999999,10,1819,9.312,1819-10-01
838,1.6269999999999998,6.777,3.5230000000000006,11,1819,5.15,1819-11-01
839,1.883,3.7249999999999996,-0.04100000000000015,12,1819,1.8419999999999999,1819-12-01
840,3.9,5.136,-2.6639999999999997,1,1820,1.236,1820-01-01
841,2.004,4.149,0.14100000000000001,2,1820,2.145,1820-02-01
842,1.945,6.563000000000001,2.673,3,1820,4.618,1820-03-01
843,1.168,9.867999999999999,7.531999999999999,4,1820,8.7,1820-04-01
844,1.256,12.876,10.363999999999999,5,1820,11.62,1820-05-01
845,0.912,14.235000000000001,12.411,6,1820,13.323,1820-06-01
846,1.375,14.686,11.936,7,1820,13.311,1820-07-01
847,1.317,13.295,10.661,8,1820,11.978,1820-08-01
848,1.176,12.336,9.984,9,1820,11.16,1820-09-01
849,1.605,9.193,5.982999999999999,10,1820,7.587999999999999,1820-10-01
850,1.074,5.517,3.3690000000000007,11,1820,4.4430000000000005,1820-11-01
851,1.693,2.966,-0.42000000000000015,12,1820,1.273,1820-12-01
852,1.5490000000000002,4.548,1.45,1,1821,2.999,1821-01-01
853,2.0180000000000002,5.776,1.7399999999999998,2,1821,3.758,1821-02-01
854,1.275,6.737000000000002,4.187000000000001,3,1821,5.4620000000000015,1821-03-01
855,0.858,8.597,6.880999999999999,4,1821,7.738999999999999,1821-04-01
856,1.392,12.692,9.908000000000001,5,1821,11.3,1821-05-01
857,1.4240000000000002,14.031999999999998,11.184,6,1821,12.607999999999999,1821-06-01
858,1.2890000000000001,14.328,11.75,7,1821,13.039,1821-07-01
859,1.482,14.626999999999999,11.663,8,1821,13.145,1821-08-01
860,1.219,11.396999999999998,8.959,9,1821,10.177999999999999,1821-09-01
861,0.924,9.459,7.611,10,1821,8.535,1821-10-01
862,1.8019999999999998,7.403,3.7990000000000004,11,1821,5.601,1821-11-01
863,1.278,3.995,1.439,12,1821,2.717,1821-12-01
864,2.416,5.175,0.34299999999999997,1,1822,2.759,1822-01-01
865,1.83,6.295,2.635,2,1822,4.465,1822-02-01
866,2.016,9.803,5.771000000000001,3,1822,7.787000000000001,1822-03-01
867,1.295,9.572999999999999,6.982999999999999,4,1822,8.277999999999999,1822-04-01
868,1.159,11.645,9.326999999999998,5,1822,10.485999999999999,1822-05-01
869,0.899,13.966000000000001,12.168,6,1822,13.067,1822-06-01
870,1.068,15.28,13.144,7,1822,14.212,1822-07-01
871,0.8959999999999999,14.111,12.318999999999999,8,1822,13.215,1822-08-01
872,0.8690000000000001,11.564,9.826,9,1822,10.695,1822-09-01
873,1.163,8.937,6.610999999999999,10,1822,7.773999999999999,1822-10-01
874,1.345,5.846,3.1560000000000006,11,1822,4.501,1822-11-01
875,1.547,2.5680000000000005,-0.5259999999999996,12,1822,1.0210000000000004,1822-12-01
876,1.796,3.5540000000000003,-0.038000000000000034,1,1823,1.758,1823-01-01
877,1.93,3.896,0.03600000000000003,2,1823,1.966,1823-02-01
878,1.192,6.260000000000001,3.8760000000000003,3,1823,5.0680000000000005,1823-03-01
879,1.6769999999999998,9.341999999999999,5.9879999999999995,4,1823,7.664999999999999,1823-04-01
880,0.922,11.485,9.640999999999998,5,1823,10.562999999999999,1823-05-01
881,1.125,15.083,12.833,6,1823,13.958,1823-06-01
882,1.026,15.223,13.171000000000001,7,1823,14.197000000000001,1823-07-01
883,0.6940000000000001,13.824000000000002,12.436,8,1823,13.13,1823-08-01
884,1.083,11.281,9.115,9,1823,10.198,1823-09-01
885,1.24,8.881999999999998,6.401999999999998,10,1823,7.641999999999999,1823-10-01
886,2.079,6.587,2.429,11,1823,4.508,1823-11-01
887,1.5830000000000002,3.5540000000000003,0.3879999999999997,12,1823,1.9709999999999999,1823-12-01
888,1.432,4.083,1.2190000000000003,1,1824,2.6510000000000002,1824-01-01
889,1.784,4.463,0.8949999999999998,2,1824,2.679,1824-02-01
890,1.355,6.712,4.002000000000001,3,1824,5.357,1824-03-01
891,1.288,9.663,7.087,4,1824,8.375,1824-04-01
892,1.136,12.267999999999999,9.996,5,1824,11.132,1824-05-01
893,1.953,15.379999999999999,11.474,6,1824,13.427,1824-06-01
894,2.158,16.988,12.672,7,1824,14.83,1824-07-01
895,0.924,14.360999999999999,12.513,8,1824,13.437,1824-08-01
896,1.557,13.084999999999999,9.970999999999998,9,1824,11.527999999999999,1824-09-01
897,0.774,8.971,7.423000000000001,10,1824,8.197000000000001,1824-10-01
898,1.199,7.076000000000001,4.678000000000002,11,1824,5.877000000000002,1824-11-01
899,1.814,6.890000000000001,3.2620000000000005,12,1824,5.0760000000000005,1824-12-01
900,1.913,5.126,1.3,1,1825,3.213,1825-01-01
901,1.479,4.571,1.613,2,1825,3.092,1825-02-01
902,1.646,7.011,3.7190000000000003,3,1825,5.365,1825-03-01
903,1.964,10.952,7.023999999999999,4,1825,8.988,1825-04-01
904,1.325,12.075999999999999,9.426,5,1825,10.751,1825-05-01
905,1.0490000000000002,14.814,12.716000000000001,6,1825,13.765,1825-06-01
906,1.163,15.17,12.844,7,1825,14.007,1825-07-01
907,1.335,14.604,11.934000000000001,8,1825,13.269,1825-08-01
908,0.978,12.126,10.17,9,1825,11.148,1825-09-01
909,1.261,9.239999999999998,6.717999999999999,10,1825,7.978999999999999,1825-10-01
910,2.412,8.469999999999999,3.646,11,1825,6.058,1825-11-01
911,1.569,4.606,1.468,12,1825,3.037,1825-12-01
912,1.68,3.573,0.21300000000000008,1,1826,1.893,1826-01-01
913,1.619,3.152,-0.08599999999999985,2,1826,1.5330000000000001,1826-02-01
914,1.669,6.557,3.219,3,1826,4.888,1826-03-01
915,2.204,10.607,6.198999999999998,4,1826,8.402999999999999,1826-04-01
916,0.826,12.629999999999999,10.977999999999998,5,1826,11.803999999999998,1826-05-01
917,1.5390000000000001,14.559,11.481,6,1826,13.02,1826-06-01
918,1.1340000000000001,15.616,13.347999999999999,7,1826,14.482,1826-07-01
919,1.511,14.620000000000001,11.598000000000003,8,1826,13.109000000000002,1826-08-01
920,1.7790000000000001,12.956999999999999,9.399,9,1826,11.177999999999999,1826-09-01
921,1.7890000000000001,10.248,6.67,10,1826,8.459,1826-10-01
922,1.145,7.779,5.489000000000001,11,1826,6.634,1826-11-01
923,1.82,6.696000000000001,3.056,12,1826,4.876,1826-12-01
924,2.3280000000000003,5.921,1.2649999999999997,1,1827,3.593,1827-01-01
925,1.952,6.367,2.463,2,1827,4.415,1827-02-01
926,1.3559999999999999,7.497,4.785,3,1827,6.141,1827-03-01
927,2.6689999999999996,12.097999999999999,6.759999999999999,4,1827,9.428999999999998,1827-04-01
928,1.393,13.200000000000001,10.414,5,1827,11.807,1827-05-01
929,1.228,14.776,12.32,6,1827,13.548,1827-06-01
930,0.662,15.346,14.021999999999998,7,1827,14.684,1827-07-01
931,0.79,14.484000000000002,12.904,8,1827,13.694,1827-08-01
932,0.66,11.543,10.222999999999999,9,1827,10.883,1827-09-01
933,1.222,9.732,7.288,10,1827,8.51,1827-10-01
934,1.236,7.515,5.043,11,1827,6.279,1827-11-01
935,1.827,4.5489999999999995,0.895,12,1827,2.722,1827-12-01
936,2.036,2.6310000000000002,-1.4409999999999998,1,1828,0.5950000000000002,1828-01-01
937,2.002,3.8549999999999995,-0.1489999999999998,2,1828,1.853,1828-02-01
938,1.871,7.6,3.858,3,1828,5.729,1828-03-01
939,1.4709999999999999,10.208,7.266,4,1828,8.737,1828-04-01
940,1.412,12.692999999999998,9.869,5,1828,11.280999999999999,1828-05-01
941,1.081,15.205,13.043000000000001,6,1828,14.124,1828-06-01
942,1.7530000000000001,16.137,12.631,7,1828,14.384,1828-07-01
943,0.975,14.61,12.66,8,1828,13.635,1828-08-01
944,1.078,11.157999999999998,9.001999999999999,9,1828,10.079999999999998,1828-09-01
945,1.8319999999999999,10.488,6.823999999999999,10,1828,8.655999999999999,1828-10-01
946,1.765,7.722000000000001,4.192000000000002,11,1828,5.957000000000002,1828-11-01
947,2.505,5.458,0.4480000000000004,12,1828,2.9530000000000003,1828-12-01
948,1.931,3.963,0.10099999999999998,1,1829,2.032,1829-01-01
949,1.959,3.6740000000000004,-0.244,2,1829,1.715,1829-02-01
950,1.294,6.355,3.767,3,1829,5.061,1829-03-01
951,1.0,8.814999999999998,6.814999999999999,4,1829,7.814999999999999,1829-04-01
952,1.123,12.458999999999998,10.213,5,1829,11.335999999999999,1829-05-01
953,1.3119999999999998,14.171999999999999,11.548,6,1829,12.86,1829-06-01
954,0.912,15.137,13.312999999999999,7,1829,14.225,1829-07-01
955,0.86,14.258999999999999,12.539,8,1829,13.399,1829-08-01
956,0.7759999999999999,11.373999999999999,9.822,9,1829,10.597999999999999,1829-09-01
957,1.3119999999999998,10.118000000000002,7.494000000000003,10,1829,8.806000000000003,1829-10-01
958,1.449,6.452,3.5540000000000003,11,1829,5.003,1829-11-01
959,1.909,4.361,0.5429999999999999,12,1829,2.452,1829-12-01
960,2.346,5.303000000000001,0.6110000000000002,1,1830,2.9570000000000003,1830-01-01
961,1.896,5.981,2.189,2,1830,4.085,1830-02-01
962,1.369,5.823000000000001,3.0850000000000017,3,1830,4.4540000000000015,1830-03-01
963,1.0979999999999999,9.939000000000004,7.743000000000003,4,1830,8.841000000000003,1830-04-01
964,1.01,11.212,9.192,5,1830,10.202,1830-05-01
965,1.7180000000000002,14.545,11.109,6,1830,12.827,1830-06-01
966,1.839,16.781,13.103,7,1830,14.942,1830-07-01
967,0.643,14.029,12.742999999999999,8,1830,13.386,1830-08-01
968,1.023,11.562999999999999,9.517,9,1830,10.54,1830-09-01
969,1.18,9.172999999999998,6.812999999999999,10,1830,7.9929999999999986,1830-10-01
970,1.7280000000000002,9.220999999999998,5.764999999999999,11,1830,7.4929999999999986,1830-11-01
971,1.327,5.808,3.154,12,1830,4.481,1830-12-01
972,2.217,4.399,-0.03500000000000014,1,1831,2.182,1831-01-01
973,3.5410000000000004,6.0200000000000005,-1.0620000000000003,2,1831,2.479,1831-02-01
974,1.6159999999999999,6.1739999999999995,2.942,3,1831,4.558,1831-03-01
975,0.9079999999999999,8.639,6.823,4,1831,7.731,1831-04-01
976,1.285,12.279000000000002,9.709000000000001,5,1831,10.994000000000002,1831-05-01
977,1.882,15.084999999999999,11.321,6,1831,13.203,1831-06-01
978,1.172,14.752,12.408,7,1831,13.58,1831-07-01
979,0.7929999999999999,13.283,11.697000000000001,8,1831,12.49,1831-08-01
980,0.9540000000000001,10.9,8.991999999999999,9,1831,9.946,1831-09-01
981,1.068,8.898,6.7620000000000005,10,1831,7.83,1831-10-01
982,1.358,5.77,3.054,11,1831,4.412,1831-11-01
983,1.584,3.849,0.681,12,1831,2.265,1831-12-01
984,1.757,3.474,-0.039999999999999813,1,1832,1.717,1832-01-01
985,1.656,3.489,0.17700000000000027,2,1832,1.8330000000000002,1832-02-01
986,1.374,6.024000000000001,3.2760000000000002,3,1832,4.65,1832-03-01
987,1.0590000000000002,9.117999999999999,6.999999999999999,4,1832,8.059,1832-04-01
988,1.252,11.741000000000001,9.237,5,1832,10.489,1832-05-01
989,1.126,13.982999999999999,11.731,6,1832,12.857,1832-06-01
990,2.0669999999999997,15.794,11.66,7,1832,13.727,1832-07-01
991,1.3090000000000002,13.274999999999999,10.657,8,1832,11.966,1832-08-01
992,1.194,11.619999999999997,9.232,9,1832,10.425999999999998,1832-09-01
993,0.983,9.617,7.651000000000001,10,1832,8.634,1832-10-01
994,1.9140000000000001,6.176,2.3480000000000003,11,1832,4.2620000000000005,1832-11-01
995,2.7939999999999996,3.575999999999999,-2.012,12,1832,0.7819999999999996,1832-12-01
996,1.76,3.766,0.24599999999999977,1,1833,2.006,1833-01-01
997,1.354,4.1690000000000005,1.4609999999999999,2,1833,2.815,1833-02-01
998,1.367,5.888,3.154,3,1833,4.521,1833-03-01
999,1.0759999999999998,8.945,6.793,4,1833,7.869,1833-04-01
1000,0.961,11.542,9.62,5,1833,10.581,1833-05-01
1001,0.883,13.931999999999999,12.166,6,1833,13.049,1833-06-01
1002,1.42,15.223,12.383000000000001,7,1833,13.803,1833-07-01
1003,0.835,14.056999999999999,12.387,8,1833,13.222,1833-08-01
1004,0.8190000000000001,12.055,10.416999999999998,9,1833,11.235999999999999,1833-09-01
1005,1.1079999999999999,9.008,6.791999999999999,10,1833,7.899999999999999,1833-10-01
1006,1.3880000000000001,7.984,5.208,11,1833,6.596,1833-11-01
1007,1.831,4.389,0.7270000000000003,12,1833,2.5580000000000003,1833-12-01
1008,2.032,2.366,-1.698,1,1834,0.3340000000000001,1834-01-01
1009,1.483,3.8120000000000003,0.8460000000000001,2,1834,2.329,1834-02-01
1010,1.28,7.016000000000002,4.456000000000001,3,1834,5.7360000000000015,1834-03-01
1011,1.11,9.194999999999999,6.974999999999999,4,1834,8.084999999999999,1834-04-01
1012,0.6970000000000001,11.931000000000001,10.537000000000003,5,1834,11.234000000000002,1834-05-01
1013,0.7609999999999999,13.559999999999999,12.038,6,1834,12.799,1834-06-01
1014,1.186,15.383000000000001,13.011000000000001,7,1834,14.197000000000001,1834-07-01
1015,0.866,14.278,12.546000000000001,8,1834,13.412,1834-08-01
1016,0.731,12.302,10.84,9,1834,11.571,1834-09-01
1017,0.773,9.389999999999999,7.843999999999999,10,1834,8.616999999999999,1834-10-01
1018,1.849,8.204,4.506,11,1834,6.355,1834-11-01
1019,1.0590000000000002,4.151,2.033,12,1834,3.092,1834-12-01
1020,1.755,4.306,0.7960000000000003,1,1835,2.551,1835-01-01
1021,1.464,4.431,1.5030000000000001,2,1835,2.967,1835-02-01
1022,1.136,5.643,3.3709999999999996,3,1835,4.507,1835-03-01
1023,1.079,8.847999999999999,6.6899999999999995,4,1835,7.768999999999999,1835-04-01
1024,1.4469999999999998,11.617999999999999,8.724,5,1835,10.171,1835-05-01
1025,0.992,12.998999999999999,11.015,6,1835,12.007,1835-06-01
1026,0.693,13.822,12.436,7,1835,13.129,1835-07-01
1027,0.805,13.126999999999999,11.517,8,1835,12.322,1835-08-01
1028,0.925,10.867,9.017,9,1835,9.942,1835-09-01
1029,1.021,8.855999999999998,6.813999999999999,10,1835,7.834999999999999,1835-10-01
1030,1.419,5.731,2.8930000000000002,11,1835,4.312,1835-11-01
1031,2.568,3.766,-1.37,12,1835,1.198,1835-12-01
1032,1.6980000000000002,3.3680000000000003,-0.028000000000000247,1,1836,1.67,1836-01-01
1033,1.611,3.982,0.76,2,1836,2.371,1836-02-01
1034,1.208,6.656000000000001,4.24,3,1836,5.448,1836-03-01
1035,0.983,8.297999999999998,6.331999999999999,4,1836,7.314999999999999,1836-04-01
1036,1.297,11.576000000000002,8.982000000000001,5,1836,10.279000000000002,1836-05-01
1037,0.893,13.442,11.655999999999999,6,1836,12.549,1836-06-01
1038,0.6,14.246,13.046000000000001,7,1836,13.646,1836-07-01
1039,1.3619999999999999,14.192,11.468,8,1836,12.83,1836-08-01
1040,0.975,11.786999999999999,9.837,9,1836,10.812,1836-09-01
1041,1.131,9.887,7.625,10,1836,8.756,1836-10-01
1042,1.192,5.006,2.622,11,1836,3.814,1836-11-01
1043,1.083,3.9429999999999996,1.777,12,1836,2.86,1836-12-01
1044,2.033,3.973,-0.09299999999999997,1,1837,1.94,1837-01-01
1045,1.893,4.512,0.7259999999999998,2,1837,2.6189999999999998,1837-02-01
1046,1.3259999999999998,5.191,2.5390000000000006,3,1837,3.865,1837-03-01
1047,1.0170000000000001,7.5729999999999995,5.538999999999999,4,1837,6.555999999999999,1837-04-01
1048,1.574,11.546999999999999,8.399,5,1837,9.972999999999999,1837-05-01
1049,0.7979999999999999,12.897,11.301,6,1837,12.099,1837-06-01
1050,1.618,15.144,11.908,7,1837,13.526,1837-07-01
1051,1.224,14.242,11.794,8,1837,13.018,1837-08-01
1052,0.664,11.469,10.141,9,1837,10.805,1837-09-01
1053,0.851,8.504,6.802,10,1837,7.653,1837-10-01
1054,1.307,5.476000000000001,2.8620000000000005,11,1837,4.1690000000000005,1837-11-01
1055,1.186,3.471,1.0990000000000002,12,1837,2.285,1837-12-01
1056,1.999,1.4420000000000002,-2.556,1,1838,-0.5569999999999999,1838-01-01
1057,1.6219999999999999,3.185,-0.05899999999999972,2,1838,1.5630000000000002,1838-02-01
1058,1.472,5.195,2.251,3,1838,3.723,1838-03-01
1059,1.339,8.722,6.043999999999999,4,1838,7.382999999999999,1838-04-01
1060,0.8220000000000001,10.806999999999999,9.163,5,1838,9.985,1838-05-01
1061,0.631,13.373000000000001,12.111,6,1838,12.742,1838-06-01
1062,0.884,15.251000000000001,13.483,7,1838,14.367,1838-07-01
1063,0.986,14.554,12.581999999999999,8,1838,13.568,1838-08-01
1064,0.889,11.995,10.217,9,1838,11.106,1838-09-01
1065,1.021,9.547,7.505,10,1838,8.526,1838-10-01
1066,1.044,6.204000000000001,4.116,11,1838,5.16,1838-11-01
1067,1.239,3.8520000000000003,1.3739999999999999,12,1838,2.613,1838-12-01
1068,1.681,3.837,0.4750000000000001,1,1839,2.156,1839-01-01
1069,1.546,5.0280000000000005,1.9360000000000002,2,1839,3.482,1839-02-01
1070,1.493,4.166,1.18,3,1839,2.673,1839-03-01
1071,0.92,8.812,6.971999999999999,4,1839,7.891999999999999,1839-04-01
1072,0.68,10.969,9.609,5,1839,10.289,1839-05-01
1073,0.8390000000000001,13.387,11.709,6,1839,12.548,1839-06-01
1074,0.9420000000000001,15.353,13.469,7,1839,14.411,1839-07-01
1075,1.296,15.366,12.774000000000001,8,1839,14.07,1839-08-01
1076,0.7140000000000001,11.567,10.139,9,1839,10.853,1839-09-01
1077,0.972,9.190999999999999,7.247,10,1839,8.219,1839-10-01
1078,1.4509999999999998,5.3709999999999996,2.4690000000000003,11,1839,3.92,1839-11-01
1079,1.619,2.6929999999999996,-0.5450000000000002,12,1839,1.0739999999999998,1839-12-01
1080,1.4680000000000002,4.029000000000001,1.0930000000000002,1,1840,2.5610000000000004,1840-01-01
1081,1.561,3.6630000000000003,0.5410000000000004,2,1840,2.1020000000000003,1840-02-01
1082,1.469,5.509,2.5709999999999997,3,1840,4.04,1840-03-01
1083,0.7759999999999999,8.719,7.167,4,1840,7.943,1840-04-01
1084,0.698,11.871,10.475,5,1840,11.173,1840-05-01
1085,1.028,14.439,12.383,6,1840,13.411,1840-06-01
1086,0.462,15.176,14.252,7,1840,14.714,1840-07-01
1087,0.9359999999999999,14.022,12.15,8,1840,13.086,1840-08-01
1088,0.586,11.596,10.424,9,1840,11.01,1840-09-01
1089,0.853,8.358,6.652,10,1840,7.505,1840-10-01
1090,0.982,5.083,3.1189999999999998,11,1840,4.101,1840-11-01
1091,1.075,2.984,0.8340000000000001,12,1840,1.909,1840-12-01
1092,1.761,2.41,-1.1119999999999997,1,1841,0.6490000000000002,1841-01-01
1093,1.6019999999999999,4.07,0.8660000000000001,2,1841,2.468,1841-02-01
1094,1.324,4.631,1.9829999999999999,3,1841,3.307,1841-03-01
1095,0.9420000000000001,7.712,5.827999999999999,4,1841,6.77,1841-04-01
1096,0.573,11.337,10.190999999999999,5,1841,10.764,1841-05-01
1097,0.64,13.702,12.421999999999999,6,1841,13.062,1841-06-01
1098,0.737,15.289,13.815,7,1841,14.552,1841-07-01
1099,0.7490000000000001,14.457,12.959,8,1841,13.708,1841-08-01
1100,0.583,11.504,10.338,9,1841,10.921,1841-09-01
1101,0.654,9.418999999999999,8.110999999999999,10,1841,8.764999999999999,1841-10-01
1102,0.878,5.622,3.8659999999999997,11,1841,4.744,1841-11-01
1103,0.981,3.529,1.5670000000000002,12,1841,2.548,1841-12-01
1104,1.64,3.276,-0.0040000000000000036,1,1842,1.636,1842-01-01
1105,1.56,4.3469999999999995,1.2269999999999999,2,1842,2.787,1842-02-01
1106,1.1640000000000001,6.914,4.586,3,1842,5.75,1842-03-01
1107,0.76,9.069999999999999,7.549999999999999,4,1842,8.309999999999999,1842-04-01
1108,0.643,11.178,9.892,5,1842,10.535,1842-05-01
1109,0.6609999999999999,13.29,11.968,6,1842,12.629,1842-06-01
1110,0.509,14.093,13.075,7,1842,13.584,1842-07-01
1111,0.642,13.883,12.599,8,1842,13.241,1842-08-01
1112,0.677,11.616999999999999,10.263,9,1842,10.94,1842-09-01
1113,0.759,9.066,7.548,10,1842,8.307,1842-10-01
1114,0.792,5.616,4.032,11,1842,4.824,1842-11-01
1115,0.963,4.693,2.767,12,1842,3.73,1842-12-01
1116,1.212,4.186,1.7620000000000002,1,1843,2.974,1843-01-01
1117,1.045,4.965,2.875,2,1843,3.92,1843-02-01
1118,0.88,5.624,3.864,3,1843,4.744,1843-03-01
1119,0.691,8.520999999999999,7.138999999999999,4,1843,7.829999999999999,1843-04-01
1120,0.636,10.675999999999998,9.404,5,1843,10.04,1843-05-01
1121,0.523,13.052999999999999,12.007,6,1843,12.53,1843-06-01
1122,0.545,14.536,13.446,7,1843,13.991,1843-07-01
1123,0.564,13.859,12.731,8,1843,13.295,1843-08-01
1124,0.534,11.86,10.791999999999998,9,1843,11.325999999999999,1843-09-01
1125,0.596,9.318000000000001,8.126000000000001,10,1843,8.722000000000001,1843-10-01
1126,0.775,5.722,4.172,11,1843,4.947,1843-11-01
1127,0.997,4.7620000000000005,2.7680000000000002,12,1843,3.765,1843-12-01
1128,1.17,3.0380000000000003,0.6980000000000002,1,1844,1.868,1844-01-01
1129,1.137,3.1750000000000003,0.9010000000000002,2,1844,2.0380000000000003,1844-02-01
1130,0.9990000000000001,5.7330000000000005,3.735,3,1844,4.734,1844-03-01
1131,0.81,8.198999999999998,6.578999999999999,4,1844,7.3889999999999985,1844-04-01
1132,0.648,10.757,9.461,5,1844,10.109,1844-05-01
1133,0.7240000000000001,13.564,12.116,6,1844,12.84,1844-06-01
1134,0.605,14.526,13.315999999999999,7,1844,13.921,1844-07-01
1135,0.6920000000000001,13.738,12.354,8,1844,13.046,1844-08-01
1136,0.8170000000000001,11.636000000000001,10.002,9,1844,10.819,1844-09-01
1137,0.919,9.619,7.780999999999999,10,1844,8.7,1844-10-01
1138,1.327,5.728,3.074,11,1844,4.401,1844-11-01
1139,1.264,3.1550000000000002,0.627,12,1844,1.891,1844-12-01
1140,1.364,4.025,1.297,1,1845,2.661,1845-01-01
1141,1.226,2.8529999999999998,0.4009999999999998,2,1845,1.6269999999999998,1845-02-01
1142,0.882,5.5329999999999995,3.7689999999999997,3,1845,4.651,1845-03-01
1143,0.731,8.889,7.427,4,1845,8.158,1845-04-01
1144,0.772,11.205,9.661,5,1845,10.433,1845-05-01
1145,0.631,13.494,12.232,6,1845,12.863,1845-06-01
1146,0.725,15.044,13.594000000000001,7,1845,14.319,1845-07-01
1147,0.561,14.116999999999999,12.995,8,1845,13.556,1845-08-01
1148,0.536,11.770000000000001,10.698000000000002,9,1845,11.234000000000002,1845-09-01
1149,0.652,8.434,7.129999999999999,10,1845,7.781999999999999,1845-10-01
1150,1.155,6.349,4.039,11,1845,5.194,1845-11-01
1151,1.3430000000000002,3.0789999999999997,0.39299999999999957,12,1845,1.7359999999999998,1845-12-01
1152,1.47,4.683,1.743,1,1846,3.213,1846-01-01
1153,1.177,4.553000000000001,2.1990000000000003,2,1846,3.3760000000000003,1846-02-01
1154,1.031,7.345,5.283,3,1846,6.314,1846-03-01
1155,1.729,9.201999999999998,5.743999999999999,4,1846,7.472999999999999,1846-04-01
1156,0.8440000000000001,11.739999999999998,10.052,5,1846,10.895999999999999,1846-05-01
1157,1.143,14.673,12.386999999999999,6,1846,13.53,1846-06-01
1158,0.737,15.66,14.186,7,1846,14.923,1846-07-01
1159,0.765,14.886000000000001,13.356,8,1846,14.121,1846-08-01
1160,0.716,12.453999999999999,11.022,9,1846,11.738,1846-09-01
1161,0.8759999999999999,9.104999999999999,7.353,10,1846,8.229,1846-10-01
1162,1.0390000000000001,6.083,4.005000000000001,11,1846,5.0440000000000005,1846-11-01
1163,1.094,4.87,2.6819999999999995,12,1846,3.776,1846-12-01
1164,1.2690000000000001,4.022,1.484,1,1847,2.753,1847-01-01
1165,1.383,4.984999999999999,2.219,2,1847,3.602,1847-02-01
1166,1.5830000000000002,5.6290000000000004,2.463,3,1847,4.046,1847-03-01
1167,0.998,8.977999999999998,6.981999999999998,4,1847,7.979999999999999,1847-04-01
1168,0.752,11.374,9.87,5,1847,10.622,1847-05-01
1169,0.428,13.256,12.399999999999999,6,1847,12.828,1847-06-01
1170,0.6,14.85,13.65,7,1847,14.25,1847-07-01
1171,0.657,14.071,12.757,8,1847,13.414,1847-08-01
1172,0.528,12.147000000000002,11.091000000000001,9,1847,11.619000000000002,1847-09-01
1173,0.8440000000000001,9.462,7.774,10,1847,8.618,1847-10-01
1174,0.778,6.352,4.795999999999999,11,1847,5.574,1847-11-01
1175,0.988,2.7139999999999995,0.7379999999999998,12,1847,1.7259999999999998,1847-12-01
1176,1.341,1.8510000000000002,-0.8309999999999997,1,1848,0.5100000000000002,1848-01-01
1177,1.4369999999999998,5.163,2.289,2,1848,3.726,1848-02-01
